,Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
166,92089,1240.607,512.5838,229.6727,92961,342.4199,0.894,0.9906,0.6155,0.7519,2.2318,0.668,Ürgüp Sivrisi
167,88345,1144.065,445.9253,253.1178,89255,335.3869,0.8233,0.9898,0.7489,0.8482,1.7617,0.7521,Çerçevelik
168,86092,1218.625,520.3164,211.0954,86861,331.0827,0.914,0.9911,0.7465,0.7285,2.4648,0.6363,Ürgüp Sivrisi
169,77358,1147.854,488.9031,201.6832,78007,313.8396,0.9109,0.9917,0.6538,0.7378,2.4241,0.6419,Ürgüp Sivrisi
170,103085,1364.963,596.0492,221.0875,104076,362.287,0.9287,0.9905,0.7239,0.6953,2.696,0.6078,Ürgüp Sivrisi
171,73684,1097.223,439.4299,214.9435,74677,306.2962,0.8722,0.9867,0.6823,0.7691,2.0444,0.697,Çerçevelik
172,71369,1102.261,459.4141,199.3489,72310,301.4462,0.901,0.987,0.6055,0.7382,2.3046,0.6562,Ürgüp Sivrisi
173,91813,1159.019,450.0767,260.7429,92565,341.9063,0.8151,0.9919,0.6806,0.8589,1.7261,0.7597,Çerçevelik
174,95173,1192.175,463.3702,262.5644,96002,348.1063,0.824,0.9914,0.7058,0.8415,1.7648,0.7512,Çerçevelik
175,94608,1167.109,443.5395,272.1751,95556,347.0715,0.7896,0.9901,0.7272,0.8728,1.6296,0.7825,Çerçevelik
176,80741,1127.93,456.96,226.8658,81774,320.6285,0.8681,0.9874,0.6942,0.7975,2.0142,0.7017,Çerçevelik
177,56801,1008.319,430.8933,168.5249,57790,268.9262,0.9203,0.9829,0.6397,0.7021,2.5569,0.6241,Ürgüp Sivrisi
178,91820,1199.129,476.8586,246.5577,92719,341.9194,0.856,0.9903,0.684,0.8024,1.9341,0.717,Çerçevelik
179,96580,1213.308,464.0005,266.1265,97873,350.67,0.8192,0.9868,0.7444,0.8244,1.7435,0.7558,Çerçevelik
180,77786,1044.115,399.3788,248.7085,78364,314.7065,0.7824,0.9926,0.7295,0.8966,1.6058,0.788,Çerçevelik
181,91686,1294.424,567.604,206.4704,92512,341.6698,0.9315,0.9911,0.6504,0.6876,2.7491,0.602,Ürgüp Sivrisi
182,59466,912.152,340.6951,222.9567,59949,275.1626,0.7561,0.9919,0.7382,0.8981,1.5281,0.8077,Çerçevelik
183,80288,1193.41,496.2107,207.5564,82781,319.7278,0.9083,0.9699,0.6049,0.7084,2.3907,0.6443,Çerçevelik
184,74924,1089.775,439.7919,217.9287,75977,308.8628,0.8686,0.9861,0.6145,0.7928,2.0181,0.7023,Çerçevelik
185,102193,1288.79,520.3049,252.4221,103526,360.7162,0.8744,0.9871,0.7502,0.7732,2.0612,0.6933,Ürgüp Sivrisi
186,85873,1156.115,453.394,242.7586,86909,330.6613,0.8446,0.9881,0.6992,0.8074,1.8677,0.7293,Çerçevelik
187,83192,1234.263,541.2917,196.1894,83761,325.4587,0.932,0.9932,0.7515,0.6862,2.759,0.6013,Ürgüp Sivrisi
188,69861,1040.909,416.9558,214.0517,70653,298.2445,0.8582,0.9888,0.7438,0.8103,1.9479,0.7153,Çerçevelik
189,69230,1034.131,409.9227,217.9278,70017,296.8945,0.847,0.9888,0.7276,0.8135,1.881,0.7243,Çerçevelik
190,61726,975.93,387.5365,203.772,62541,280.3426,0.8506,0.987,0.7553,0.8144,1.9018,0.7234,Çerçevelik
191,72637,1021.445,398.5861,232.6127,73209,304.1123,0.812,0.9922,0.7424,0.8749,1.7135,0.763,Çerçevelik
192,99759,1306.807,560.3377,226.9815,100553,356.3946,0.9143,0.9921,0.7787,0.7341,2.4686,0.636,Ürgüp Sivrisi
193,55848,936.426,383.984,185.8999,56278,266.6606,0.875,0.9924,0.7272,0.8003,2.0655,0.6945,Ürgüp Sivrisi
194,65376,1052.245,446.9055,186.5714,65968,288.5122,0.9087,0.991,0.6307,0.742,2.3954,0.6456,Ürgüp Sivrisi
195,79578,1083.106,417.1719,244.1431,80361,318.3109,0.8109,0.9903,0.7002,0.8524,1.7087,0.763,Çerçevelik
196,82133,1153.061,444.589,235.6439,83220,323.3806,0.848,0.9869,0.7324,0.7763,1.8867,0.7274,Çerçevelik
197,72901,1079.894,446.233,208.3804,73523,304.6645,0.8843,0.9915,0.75,0.7856,2.1414,0.6827,Çerçevelik
198,65186,1032.756,428.1762,194.6023,65755,288.0927,0.8908,0.9913,0.5706,0.768,2.2003,0.6728,Ürgüp Sivrisi
199,65098,1004.599,412.1801,201.6543,65744,287.8982,0.8722,0.9902,0.7054,0.8106,2.044,0.6985,Ürgüp Sivrisi
200,86731,1185.141,493.0099,224.6722,87625,332.3091,0.8901,0.9898,0.7274,0.776,2.1944,0.674,Ürgüp Sivrisi
201,50670,914.547,389.9551,165.8306,51092,253.9981,0.9051,0.9917,0.7727,0.7613,2.3515,0.6514,Ürgüp Sivrisi
202,90332,1164.363,452.3181,255.2347,91395,339.1375,0.8256,0.9884,0.6711,0.8373,1.7722,0.7498,Çerçevelik
203,98464,1397.232,610.3292,206.2386,99519,354.0738,0.9412,0.9894,0.5594,0.6338,2.9593,0.5801,Ürgüp Sivrisi
204,78250,1102.289,442.9966,225.7107,78959,315.6438,0.8605,0.991,0.7479,0.8093,1.9627,0.7125,Çerçevelik
205,87599,1148.241,448.2531,249.5575,88453,333.9678,0.8307,0.9903,0.7433,0.8349,1.7962,0.745,Çerçevelik
206,105517,1367.883,580.7658,232.6139,106393,366.5357,0.9163,0.9918,0.5651,0.7087,2.4967,0.6311,Ürgüp Sivrisi
207,83083,1134.794,446.3243,237.5696,84106,325.2454,0.8466,0.9878,0.7143,0.8108,1.8787,0.7287,Çerçevelik
208,81463,1099.853,439.6717,236.4002,81993,322.0589,0.8432,0.9935,0.7376,0.8463,1.8599,0.7325,Çerçevelik
209,83512,1077.152,405.1468,262.808,84085,326.084,0.7611,0.9932,0.761,0.9045,1.5416,0.8049,Çerçevelik
210,109454,1365.662,571.8699,246.1291,110822,373.3111,0.9026,0.9877,0.73,0.7375,2.3235,0.6528,Ürgüp Sivrisi
211,74432,1102.102,454.2106,210.2381,75133,307.847,0.8864,0.9907,0.7084,0.7701,2.1605,0.6778,Çerçevelik
212,76073,1064.233,430.7576,225.3286,76576,311.222,0.8523,0.9934,0.7692,0.844,1.9117,0.7225,Çerçevelik
213,89694,1209.925,500.1757,229.962,90718,337.9378,0.888,0.9887,0.6151,0.7699,2.175,0.6756,Ürgüp Sivrisi
214,91652,1195.961,446.3604,262.7367,93654,341.6064,0.8084,0.9786,0.7352,0.8052,1.6989,0.7653,Çerçevelik
215,97062,1181.124,441.0742,281.3946,97926,351.544,0.7701,0.9912,0.7266,0.8743,1.5675,0.797,Çerçevelik
216,67879,999.949,378.0646,230.2247,68541,293.9834,0.7932,0.9903,0.7413,0.8531,1.6422,0.7776,Çerçevelik
217,109090,1329.377,550.3895,253.2163,110035,372.6898,0.8879,0.9914,0.6623,0.7757,2.1736,0.6771,Ürgüp Sivrisi
218,81094,1145.03,475.3533,218.0615,81833,321.3286,0.8886,0.991,0.5881,0.7773,2.1799,0.676,Çerçevelik
219,67958,1075.298,433.4113,200.431,69034,294.1544,0.8866,0.9844,0.5658,0.7386,2.1624,0.6787,Ürgüp Sivrisi
220,76894,1163.696,495.5782,198.6129,77536,312.8969,0.9162,0.9917,0.5568,0.7135,2.4952,0.6314,Ürgüp Sivrisi
221,70747,1034.569,409.978,220.3464,71324,300.1298,0.8433,0.9919,0.7004,0.8306,1.8606,0.7321,Çerçevelik
222,82684,1177.123,495.6879,213.9969,83294,324.4635,0.902,0.9927,0.5864,0.7499,2.3163,0.6546,Ürgüp Sivrisi
223,85765,1240.556,535.4421,204.9303,86648,330.4533,0.9239,0.9898,0.7569,0.7003,2.6128,0.6172,Ürgüp Sivrisi
224,85569,1183.556,491.6035,223.1268,86693,330.0755,0.8911,0.987,0.6871,0.7676,2.2032,0.6714,Çerçevelik
225,99780,1178.461,435.2836,292.6174,100487,356.4321,0.7403,0.993,0.7403,0.9029,1.4876,0.8189,Çerçevelik
226,105193,1329.655,561.8828,238.9633,105966,365.9725,0.9051,0.9927,0.6026,0.7477,2.3513,0.6513,Ürgüp Sivrisi
227,93734,1149.493,436.6288,273.9282,94548,345.4647,0.7787,0.9914,0.7355,0.8914,1.594,0.7912,Çerçevelik
228,81606,1098.521,433.4101,240.4477,82481,322.3414,0.832,0.9894,0.7489,0.8498,1.8025,0.7437,Çerçevelik
229,66922,988.42,376.4136,227.9987,67537,291.9036,0.7957,0.9909,0.7121,0.8608,1.6509,0.7755,Çerçevelik
230,72286,1052.386,421.8169,218.8018,73030,303.3767,0.8549,0.9898,0.641,0.8202,1.9278,0.7192,Çerçevelik
231,73570,1068.206,390.5446,241.3203,74861,306.0592,0.7863,0.9828,0.7499,0.8102,1.6184,0.7837,Çerçevelik
232,95971,1303.774,558.417,219.8414,96950,349.5627,0.9192,0.9899,0.7065,0.7095,2.5401,0.626,Ürgüp Sivrisi
233,81665,1158.432,476.5435,218.6615,82439,322.4579,0.8885,0.9906,0.6625,0.7647,2.1794,0.6767,Ürgüp Sivrisi
234,84332,1200.791,508.0743,211.7158,85065,327.681,0.909,0.9914,0.5423,0.735,2.3998,0.6449,Ürgüp Sivrisi
235,79906,1118.411,429.4565,237.9886,80912,318.9663,0.8324,0.9876,0.6869,0.8028,1.8045,0.7427,Çerçevelik
236,106237,1321.708,547.9812,247.8929,106911,367.7841,0.8918,0.9937,0.608,0.7642,2.2106,0.6712,Ürgüp Sivrisi
237,79317,1093.844,439.3614,230.4352,79905,317.7885,0.8514,0.9926,0.6591,0.833,1.9067,0.7233,Ürgüp Sivrisi
238,73550,1076.141,436.6477,215.1518,74475,306.0176,0.8702,0.9876,0.7462,0.7981,2.0295,0.7008,Çerçevelik
239,80184,1083.688,422.7077,242.2911,80947,319.5206,0.8194,0.9906,0.7315,0.858,1.7446,0.7559,Çerçevelik
240,84397,1203.64,483.522,223.6447,85408,327.8073,0.8866,0.9882,0.5891,0.7321,2.162,0.678,Çerçevelik
241,73772,1078.565,433.1016,218.6914,74572,306.4791,0.8632,0.9893,0.7094,0.7969,1.9804,0.7076,Çerçevelik
242,63873,970.898,380.6654,214.3717,64512,285.1765,0.8264,0.9901,0.7402,0.8515,1.7757,0.7492,Çerçevelik
243,83271,1124.845,452.3843,235.3433,83985,325.6132,0.854,0.9915,0.7515,0.827,1.9222,0.7198,Çerçevelik
244,79049,1134.445,467.1289,216.7567,79946,317.2512,0.8858,0.9888,0.7313,0.7719,2.1551,0.6792,Çerçevelik
245,54627,959.822,408.2215,170.8052,55104,263.7295,0.9083,0.9913,0.5563,0.7451,2.39,0.646,Ürgüp Sivrisi
246,69819,1051.519,425.9955,209.6353,70615,298.1548,0.8705,0.9887,0.7448,0.7935,2.0321,0.6999,Çerçevelik
247,73972,1082.562,431.518,219.077,75032,306.8942,0.8615,0.9859,0.6127,0.7932,1.9697,0.7112,Çerçevelik
248,69480,1087.451,451.3748,198.7328,70294,297.4301,0.8979,0.9884,0.6239,0.7383,2.2713,0.6589,Ürgüp Sivrisi
249,60897,944.858,374.7772,207.0975,61476,278.4537,0.8335,0.9906,0.6683,0.8572,1.8097,0.743,Çerçevelik
250,68964,1040.822,407.1968,218.7254,70045,296.3236,0.8435,0.9846,0.6311,0.8,1.8617,0.7277,Çerçevelik
251,88634,1217.359,505.928,224.0619,89534,335.935,0.8966,0.9899,0.7393,0.7516,2.258,0.664,Ürgüp Sivrisi
252,84473,1157.588,457.513,236.0283,85365,327.9548,0.8567,0.9896,0.629,0.7922,1.9384,0.7168,Çerçevelik
253,88385,1227.384,516.8186,218.3544,89255,335.4628,0.9064,0.9903,0.7137,0.7373,2.3669,0.6491,Ürgüp Sivrisi
254,81547,1119.846,442.0139,236.7743,82559,322.2249,0.8444,0.9877,0.626,0.8171,1.8668,0.729,Çerçevelik
255,69304,1069.857,445.9318,198.4077,70024,297.0532,0.8956,0.9897,0.5618,0.7609,2.2476,0.6661,Ürgüp Sivrisi
256,74545,1164.653,503.7119,191.1775,75354,308.0806,0.9252,0.9893,0.7047,0.6906,2.6348,0.6116,Ürgüp Sivrisi
257,90491,1197.164,476.7964,244.9508,91721,339.4359,0.8579,0.9866,0.6326,0.7934,1.9465,0.7119,Çerçevelik
258,84099,1156.965,469.0068,230.2194,84751,327.228,0.8712,0.9923,0.721,0.7895,2.0372,0.6977,Çerçevelik
259,54519,917.658,374.8733,185.6847,54979,263.4687,0.8687,0.9916,0.7651,0.8136,2.0189,0.7028,Ürgüp Sivrisi
260,88750,1120.577,422.0802,269.0306,89741,336.1547,0.7705,0.989,0.7334,0.8882,1.5689,0.7964,Çerçevelik
261,84236,1274.656,456.9323,237.154,85248,327.4944,0.8548,0.9881,0.6104,0.6515,1.9267,0.7167,Ürgüp Sivrisi
262,94973,1198.67,481.6861,252.5205,95572,347.7404,0.8516,0.9937,0.6499,0.8306,1.9075,0.7219,Ürgüp Sivrisi
263,92511,1166.975,464.7539,253.8035,93135,343.2035,0.8377,0.9933,0.7353,0.8537,1.8312,0.7385,Ürgüp Sivrisi
264,81639,1150.075,476.392,218.7286,82286,322.4066,0.8884,0.9921,0.5812,0.7756,2.178,0.6768,Ürgüp Sivrisi
265,85170,1178.698,495.0486,219.5439,85963,329.305,0.8963,0.9908,0.7037,0.7704,2.2549,0.6652,Ürgüp Sivrisi
266,126963,1476.738,625.3347,259.2516,127781,402.0626,0.91,0.9936,0.6485,0.7316,2.4121,0.643,Ürgüp Sivrisi
267,91690,1168.462,454.0266,257.9016,92579,341.6772,0.823,0.9904,0.7159,0.8439,1.7605,0.7525,Çerçevelik
268,79459,1160.774,492.1048,206.1489,80229,318.0729,0.908,0.9904,0.7249,0.7411,2.3871,0.6464,Ürgüp Sivrisi
269,69692,1049.108,421.4875,211.7707,70442,297.8836,0.8646,0.9894,0.6736,0.7957,1.9903,0.7067,Çerçevelik
270,73537,1056.602,415.1832,227.1057,74374,305.9905,0.8371,0.9887,0.6581,0.8277,1.8281,0.737,Çerçevelik
271,86455,1161.071,463.0833,238.1565,87340,331.7799,0.8576,0.9899,0.6824,0.8059,1.9444,0.7165,Çerçevelik
272,70510,1129.733,487.097,184.9961,71220,299.6266,0.9251,0.99,0.5361,0.6942,2.633,0.6151,Ürgüp Sivrisi
273,75637,1076.373,429.0606,225.5956,76453,310.3289,0.8506,0.9893,0.7445,0.8204,1.9019,0.7233,Çerçevelik
274,72007,1067.726,429.3661,214.5378,72908,302.7906,0.8662,0.9876,0.6383,0.7937,2.0014,0.7052,Çerçevelik
275,73351,1066.768,427.431,220.134,74165,305.6033,0.8572,0.989,0.6254,0.81,1.9417,0.715,Çerçevelik
276,76929,1090.481,448.0012,218.9811,77487,312.9681,0.8724,0.9928,0.7264,0.8129,2.0458,0.6986,Ürgüp Sivrisi
277,91713,1264.782,543.0693,215.5678,92392,341.7201,0.9178,0.9927,0.7074,0.7205,2.5193,0.6292,Ürgüp Sivrisi
278,106829,1299.524,521.1329,262.0335,107701,368.8074,0.8644,0.9919,0.6228,0.7949,1.9888,0.7077,Ürgüp Sivrisi
279,64399,960.611,354.4452,233.2255,65314,286.3483,0.753,0.986,0.7124,0.877,1.5198,0.8079,Çerçevelik
280,83467,1127.225,452.1363,235.4289,84142,325.9961,0.8537,0.992,0.7602,0.8255,1.9205,0.721,Çerçevelik
281,80113,1167.923,493.7861,207.149,80841,319.3791,0.9077,0.991,0.5677,0.738,2.3837,0.6468,Ürgüp Sivrisi
282,74445,1111.129,449.6801,211.5444,75474,307.8739,0.8824,0.9864,0.586,0.7577,2.1257,0.6847,Çerçevelik
283,74626,1125.769,473.1751,201.5642,75383,308.2479,0.9047,0.99,0.5713,0.7399,2.3475,0.6514,Ürgüp Sivrisi
284,92179,1124.433,417.3311,281.514,92814,342.5871,0.7382,0.9932,0.7461,0.9162,1.4825,0.8209,Çerçevelik
285,71069,1043.659,407.9111,222.7584,71891,300.812,0.8377,0.9886,0.7294,0.8199,1.8312,0.7374,Çerçevelik
286,73958,1101.126,454.4932,208.013,74727,306.8652,0.8891,0.9897,0.689,0.7665,2.1849,0.6752,Ürgüp Sivrisi
287,105074,1302.585,529.8369,254.3832,106547,365.7655,0.8772,0.9862,0.6049,0.7782,2.0828,0.6903,Ürgüp Sivrisi
288,125214,1465.654,623.0155,256.4077,126196,399.2836,0.9114,0.9922,0.7464,0.7325,2.4298,0.6409,Ürgüp Sivrisi
289,80519,1105.276,435.6902,236.2395,81250,320.1874,0.8402,0.991,0.7417,0.8283,1.8443,0.7349,Çerçevelik
290,80861,1158.947,471.8584,220.2371,81771,320.8667,0.8844,0.9889,0.593,0.7565,2.1425,0.68,Çerçevelik
291,71768,1025.531,406.5734,225.3076,72315,302.2877,0.8324,0.9924,0.7173,0.8575,1.8045,0.7435,Çerçevelik
292,88674,1205.486,503.7622,224.4789,89375,336.0108,0.8952,0.9922,0.7137,0.7668,2.2441,0.667,Ürgüp Sivrisi
293,88927,1219.845,511.5318,222.0105,89616,336.4898,0.9009,0.9923,0.6439,0.751,2.3041,0.6578,Ürgüp Sivrisi
294,71826,1058.155,413.6906,222.3434,72694,302.4098,0.8433,0.9881,0.6674,0.8061,1.8606,0.731,Çerçevelik
295,88037,1143.45,428.9861,262.1492,88881,334.8017,0.7916,0.9905,0.7283,0.8461,1.6364,0.7804,Çerçevelik
296,130913,1490.954,632.2535,264.1584,131934,408.269,0.9085,0.9923,0.5472,0.7401,2.3935,0.6457,Ürgüp Sivrisi
297,58852,999.394,423.6421,177.4672,59297,273.7384,0.908,0.9925,0.5537,0.7405,2.3872,0.6462,Ürgüp Sivrisi
298,65517,970.276,379.0583,220.5561,66006,288.8232,0.8133,0.9926,0.7536,0.8745,1.7186,0.7619,Çerçevelik
299,71038,1108.191,464.4989,196.329,71782,300.7464,0.9063,0.9896,0.7628,0.7269,2.3659,0.6475,Ürgüp Sivrisi
300,69735,1012.123,394.7811,226.2632,70498,297.9754,0.8195,0.9892,0.7585,0.8554,1.7448,0.7548,Çerçevelik
301,74487,1119.378,468.4928,203.578,75122,307.9607,0.9007,0.9915,0.5758,0.747,2.3013,0.6573,Ürgüp Sivrisi
302,63870,1040.044,441.6352,185.3558,64583,285.1698,0.9077,0.989,0.556,0.742,2.3826,0.6457,Ürgüp Sivrisi
303,78063,1153.225,478.5349,208.8095,78850,315.2664,0.8998,0.99,0.7102,0.7376,2.2917,0.6588,Ürgüp Sivrisi
304,69409,1018.514,384.0179,231.96,70095,297.2781,0.797,0.9902,0.6904,0.8408,1.6555,0.7741,Çerçevelik
305,79453,1106.574,414.3993,246.1013,80425,318.0608,0.8046,0.9879,0.7075,0.8154,1.6839,0.7675,Çerçevelik
306,75421,1173.574,510.5464,188.4542,76426,309.8855,0.9294,0.9869,0.756,0.6881,2.7091,0.607,Ürgüp Sivrisi
307,83736,1108.281,431.5197,248.0819,84458,326.521,0.8182,0.9915,0.7268,0.8567,1.7394,0.7567,Çerçevelik
308,94163,1236.673,511.9837,235.7103,95031,346.2543,0.8877,0.9909,0.7591,0.7737,2.1721,0.6763,Çerçevelik
309,87088,1193.77,494.4742,225.1701,87924,332.9923,0.8903,0.9905,0.7051,0.7679,2.196,0.6734,Ürgüp Sivrisi
310,62146,953.709,373.0999,212.9458,62810,281.2948,0.8211,0.9894,0.7473,0.8586,1.7521,0.7539,Çerçevelik
311,82455,1267.162,559.186,188.5021,83197,324.0138,0.9415,0.9911,0.4822,0.6453,2.9665,0.5794,Ürgüp Sivrisi
312,69718,1066.685,418.073,214.1268,70945,297.9391,0.8589,0.9827,0.7221,0.77,1.9525,0.7126,Çerçevelik
313,81040,1102.068,417.7749,248.2883,81904,321.2216,0.8042,0.9895,0.7379,0.8385,1.6826,0.7689,Çerçevelik
314,101189,1307.9,538.2711,241.2051,102562,358.9399,0.894,0.9866,0.6451,0.7434,2.2316,0.6668,Ürgüp Sivrisi
315,103314,1385.858,600.1867,219.625,104289,362.6892,0.9306,0.9907,0.6208,0.676,2.7328,0.6043,Ürgüp Sivrisi
316,76848,1042.813,393.8825,248.8834,77474,312.8033,0.7751,0.9919,0.7518,0.888,1.5826,0.7942,Çerçevelik
317,58698,943.084,366.4001,206.2926,59542,273.38,0.8264,0.9858,0.7224,0.8293,1.7761,0.7461,Çerçevelik
318,81649,1124.076,452.9165,230.475,82299,322.4263,0.8608,0.9921,0.7279,0.812,1.9651,0.7119,Ürgüp Sivrisi
319,82647,1167.309,491.9053,214.489,83428,324.3909,0.8999,0.9906,0.7433,0.7622,2.2934,0.6595,Ürgüp Sivrisi
320,58509,957.792,383.8019,194.9224,59043,272.9395,0.8614,0.991,0.7558,0.8015,1.969,0.7111,Ürgüp Sivrisi
321,69428,996.385,379.877,233.8973,69990,297.3188,0.788,0.992,0.737,0.8788,1.6241,0.7827,Çerçevelik
322,75494,1200.599,535.5717,179.7864,76136,310.0354,0.942,0.9916,0.7769,0.6582,2.9789,0.5789,Ürgüp Sivrisi
323,96035,1238.979,479.5474,257.0019,97427,349.6792,0.8443,0.9857,0.7332,0.7862,1.8659,0.7292,Çerçevelik
324,97634,1157.568,416.0763,300.5777,98478,352.5783,0.6915,0.9914,0.719,0.9156,1.3843,0.8474,Çerçevelik
325,87407,1204.128,498.5954,223.9675,88256,333.6016,0.8934,0.9904,0.731,0.7575,2.2262,0.6691,Ürgüp Sivrisi
326,66789,1017.28,405.313,210.4572,67514,291.6134,0.8546,0.9893,0.737,0.811,1.9259,0.7195,Çerçevelik
327,71390,1052.829,409.9341,222.8594,72305,301.4906,0.8393,0.9873,0.6511,0.8093,1.8394,0.7355,Çerçevelik
328,78509,1189.57,515.0577,195.0464,79786,316.1657,0.9255,0.984,0.7561,0.6972,2.6407,0.6138,Ürgüp Sivrisi
329,83275,1125.595,431.0919,247.2544,84158,325.621,0.8192,0.9895,0.708,0.826,1.7435,0.7553,Çerçevelik
330,99902,1313.851,533.6947,241.9688,101899,356.6499,0.8913,0.9804,0.7708,0.7273,2.2056,0.6683,Ürgüp Sivrisi
331,79055,1102.701,441.6971,229.0911,79810,317.2632,0.855,0.9905,0.6296,0.817,1.928,0.7183,Çerçevelik
332,73500,1184.422,502.8962,186.6114,74373,305.9136,0.9286,0.9883,0.6303,0.6584,2.6949,0.6083,Ürgüp Sivrisi
