,Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
333,91385,1190.488,485.5496,242.1273,92490,341.1085,0.8668,0.9881,0.7227,0.8103,2.0053,0.7025,Çerçevelik
334,81573,1099.547,414.9502,250.9049,82629,322.2762,0.7965,0.9872,0.7406,0.8479,1.6538,0.7767,Çerçevelik
335,74735,1088.097,450.2176,212.0164,75369,308.4729,0.8822,0.9916,0.7742,0.7932,2.1235,0.6852,Çerçevelik
336,64356,989.324,389.6264,210.7109,65074,286.2527,0.8411,0.989,0.6445,0.8263,1.8491,0.7347,Çerçevelik
337,69474,1048.069,428.1699,207.4956,70234,297.4173,0.8747,0.9892,0.6425,0.7948,2.0635,0.6946,Çerçevelik
338,71792,1028.771,402.3638,228.4777,72478,302.3382,0.8231,0.9905,0.7488,0.8524,1.7611,0.7514,Çerçevelik
339,85518,1203.08,505.5947,216.8482,86248,329.9771,0.9034,0.9915,0.5758,0.7425,2.3316,0.6527,Ürgüp Sivrisi
340,68249,1031.968,415.3918,210.5805,68853,294.7835,0.862,0.9912,0.6296,0.8053,1.9726,0.7097,Çerçevelik
341,70074,1049.738,417.4645,215.1693,70814,298.6988,0.8569,0.9896,0.6325,0.7991,1.9402,0.7155,Çerçevelik
342,93104,1223.003,510.9152,232.4347,93789,344.3017,0.8905,0.9927,0.7188,0.7822,2.1981,0.6739,Ürgüp Sivrisi
343,66684,1050.377,440.6173,192.9502,67302,291.3841,0.899,0.9908,0.725,0.7595,2.2836,0.6613,Ürgüp Sivrisi
344,95801,1281.503,540.3674,227.876,96934,349.2529,0.9067,0.9883,0.7503,0.7331,2.3713,0.6463,Ürgüp Sivrisi
345,80305,1116.952,448.2145,229.0003,81060,319.7616,0.8596,0.9907,0.6593,0.8089,1.9573,0.7134,Çerçevelik
346,53205,905.398,356.819,190.7466,54005,260.2743,0.8451,0.9852,0.6501,0.8156,1.8706,0.7294,Ürgüp Sivrisi
347,66703,1012.304,400.7618,212.7692,67626,291.4256,0.8474,0.9864,0.7386,0.818,1.8836,0.7272,Çerçevelik
348,91282,1171.051,427.7433,273.1993,93122,340.9162,0.7695,0.9802,0.7115,0.8365,1.5657,0.797,Çerçevelik
349,90597,1352.215,605.5829,192.588,91557,339.6346,0.9481,0.9895,0.4695,0.6226,3.1444,0.5608,Ürgüp Sivrisi
350,92063,1193.471,467.8854,252.2589,93035,342.3715,0.8422,0.9896,0.6998,0.8122,1.8548,0.7317,Çerçevelik
351,80955,1121.401,452.0542,228.4732,81700,321.0531,0.8629,0.9909,0.7506,0.809,1.9786,0.7102,Çerçevelik
352,69395,1048.876,423.6297,209.6778,70213,297.2481,0.8689,0.9883,0.7015,0.7927,2.0204,0.7017,Çerçevelik
353,70796,1016.392,387.4363,233.6853,71449,300.2337,0.7976,0.9909,0.6775,0.8612,1.6579,0.7749,Çerçevelik
354,63612,1045.87,440.0601,185.2383,64489,284.5932,0.9071,0.9864,0.5636,0.7308,2.3756,0.6467,Ürgüp Sivrisi
355,70157,1082.42,439.3814,207.2196,71181,298.8757,0.8818,0.9856,0.5952,0.7525,2.1204,0.6802,Ürgüp Sivrisi
356,88645,1176.996,464.8264,243.8185,89630,335.9558,0.8514,0.989,0.7373,0.8041,1.9064,0.7228,Çerçevelik
357,74469,1081.579,436.8619,217.8388,75103,307.9235,0.8668,0.9916,0.6396,0.8,2.0054,0.7049,Ürgüp Sivrisi
358,74494,1116.285,468.2959,203.8414,75158,307.9752,0.9003,0.9912,0.7072,0.7512,2.2974,0.6577,Ürgüp Sivrisi
359,79239,1131.803,468.3198,216.2943,79958,317.6322,0.887,0.991,0.6729,0.7773,2.1652,0.6782,Ürgüp Sivrisi
360,108264,1284.454,519.1311,266.3012,108964,371.2762,0.8584,0.9936,0.6732,0.8246,1.9494,0.7152,Ürgüp Sivrisi
361,86298,1129.951,433.9604,253.8851,87075,331.4785,0.811,0.9911,0.7248,0.8494,1.7093,0.7638,Çerçevelik
362,69520,1027.513,413.306,214.8984,70205,297.5157,0.8542,0.9902,0.7593,0.8275,1.9233,0.7198,Çerçevelik
363,88740,1247.036,532.862,213.2299,89595,336.1358,0.9164,0.9905,0.6855,0.7171,2.499,0.6308,Ürgüp Sivrisi
364,82826,1178.495,491.6711,215.7218,83554,324.742,0.8986,0.9913,0.6472,0.7494,2.2792,0.6605,Ürgüp Sivrisi
365,95502,1232.353,507.0525,241.1062,96193,348.7075,0.8797,0.9928,0.7463,0.7902,2.103,0.6877,Ürgüp Sivrisi
366,81893,1127.301,441.5179,237.5255,83087,322.9077,0.843,0.9856,0.7181,0.8098,1.8588,0.7314,Çerçevelik
367,75331,1047.751,394.8053,244.9191,76108,309.7005,0.7843,0.9898,0.7041,0.8623,1.612,0.7844,Çerçevelik
368,84765,1153.649,461.3105,235.2579,85715,328.5212,0.8602,0.9889,0.7164,0.8003,1.9609,0.7121,Çerçevelik
369,59588,986.25,411.8432,184.7287,60148,275.4447,0.8938,0.9907,0.7478,0.7698,2.2294,0.6688,Ürgüp Sivrisi
370,61809,964.593,380.8563,207.6925,62386,280.531,0.8382,0.9908,0.7522,0.8348,1.8338,0.7366,Çerçevelik
371,76259,1095.383,431.7982,226.6461,77235,311.6023,0.8512,0.9874,0.7093,0.7987,1.9052,0.7216,Çerçevelik
372,112914,1408.755,600.6007,239.725,113754,379.1656,0.9169,0.9926,0.734,0.715,2.5054,0.6313,Ürgüp Sivrisi
373,79364,1195.566,516.8827,195.7343,80069,317.8827,0.9255,0.9912,0.5277,0.6977,2.6407,0.615,Ürgüp Sivrisi
374,100296,1302.282,545.71,235.5925,101503,357.3525,0.902,0.9881,0.6819,0.7432,2.3163,0.6548,Ürgüp Sivrisi
375,79511,1117.249,455.1494,223.4867,80285,318.1769,0.8711,0.9904,0.6643,0.8005,2.0366,0.6991,Ürgüp Sivrisi
376,101439,1302.85,551.2398,234.6932,102203,359.383,0.9048,0.9925,0.705,0.751,2.3488,0.652,Ürgüp Sivrisi
377,59768,959.724,388.3111,196.7763,60292,275.8604,0.8621,0.9913,0.7221,0.8154,1.9734,0.7104,Çerçevelik
378,70388,1044.665,426.7972,211.0762,71013,299.3673,0.8691,0.9912,0.7189,0.8105,2.022,0.7014,Çerçevelik
379,51555,934.911,401.8321,164.7038,52013,256.2067,0.9121,0.9912,0.7187,0.7412,2.4397,0.6376,Ürgüp Sivrisi
380,80206,1129.585,464.6505,220.3904,80860,319.5645,0.8804,0.9919,0.7025,0.7899,2.1083,0.6878,Çerçevelik
381,90427,1198.203,496.1649,232.5005,91102,339.3158,0.8834,0.9926,0.6819,0.7915,2.134,0.6839,Ürgüp Sivrisi
382,97302,1287.63,546.8565,227.5457,98234,351.9783,0.9093,0.9905,0.7456,0.7375,2.4033,0.6436,Ürgüp Sivrisi
383,77975,1115.537,457.1558,218.222,78637,315.0886,0.8787,0.9916,0.7354,0.7874,2.0949,0.6892,Ürgüp Sivrisi
384,88794,1211.7,510.1316,222.0941,89599,336.2381,0.9003,0.991,0.563,0.76,2.2969,0.6591,Ürgüp Sivrisi
385,77658,1060.762,406.273,244.9518,78446,314.4475,0.7978,0.99,0.7338,0.8673,1.6586,0.774,Çerçevelik
386,89066,1177.335,478.8952,237.373,89680,336.7527,0.8685,0.9932,0.6136,0.8075,2.0175,0.7032,Ürgüp Sivrisi
387,68713,1027.706,401.2474,218.9231,69503,295.7839,0.838,0.9886,0.6857,0.8175,1.8328,0.7372,Çerçevelik
388,82357,1200.219,511.3022,206.5364,83143,323.8212,0.9148,0.9905,0.5347,0.7184,2.4756,0.6333,Ürgüp Sivrisi
389,93313,1189.412,463.7824,257.2217,94188,344.688,0.8321,0.9907,0.7249,0.8289,1.803,0.7432,Çerçevelik
390,76132,1135.567,465.7347,208.9388,77129,311.3427,0.8937,0.9871,0.7452,0.7419,2.229,0.6685,Ürgüp Sivrisi
391,81999,1205.9,521.286,200.6103,82686,323.1166,0.923,0.9917,0.567,0.7086,2.5985,0.6198,Ürgüp Sivrisi
392,78870,1081.043,430.0428,234.1966,79424,316.8918,0.8387,0.993,0.7121,0.8481,1.8362,0.7369,Çerçevelik
393,82214,1230.805,536.9736,195.4454,83103,323.54,0.9314,0.9893,0.5005,0.682,2.7474,0.6025,Ürgüp Sivrisi
394,86164,1122.042,428.2713,256.9736,86938,331.2211,0.8,0.9911,0.694,0.86,1.6666,0.7734,Çerçevelik
395,69843,1026.683,408.7731,218.365,70810,298.2061,0.8454,0.9863,0.64,0.8326,1.872,0.7295,Çerçevelik
396,114177,1411.442,598.6151,244.0708,115297,381.2803,0.9131,0.9903,0.5451,0.7202,2.4526,0.6369,Ürgüp Sivrisi
397,64557,962.801,371.5194,222.7375,65056,286.6994,0.8004,0.9923,0.7197,0.8751,1.668,0.7717,Çerçevelik
398,88264,1153.333,454.5878,248.8653,89198,335.2331,0.8368,0.9895,0.643,0.8338,1.8266,0.7374,Çerçevelik
399,86855,1129.097,441.8555,251.2526,87509,332.5466,0.8226,0.9925,0.7249,0.8561,1.7586,0.7526,Çerçevelik
400,88750,1146.01,440.0256,257.7037,89450,336.1547,0.8106,0.9922,0.7262,0.8492,1.7075,0.7639,Çerçevelik
401,68816,996.081,387.6093,227.5767,69403,296.0055,0.8095,0.9915,0.7542,0.8716,1.7032,0.7637,Çerçevelik
402,77915,1122.514,456.2841,218.4462,78732,314.9674,0.878,0.9896,0.6929,0.777,2.0888,0.6903,Çerçevelik
403,66104,1040.25,425.5992,199.0564,66778,290.1142,0.8839,0.9899,0.6922,0.7676,2.1381,0.6817,Çerçevelik
404,72889,1134.729,480.5314,194.6673,73595,304.6394,0.9143,0.9904,0.5299,0.7114,2.4685,0.634,Ürgüp Sivrisi
405,97198,1274.518,532.3388,233.6575,98066,351.7902,0.8985,0.9911,0.6797,0.7519,2.2783,0.6608,Ürgüp Sivrisi
406,66153,1049.079,436.801,193.3576,66781,290.2217,0.8967,0.9906,0.588,0.7553,2.259,0.6644,Ürgüp Sivrisi
407,81788,1105.997,437.0912,239.0489,82515,322.7007,0.8372,0.9912,0.7547,0.8402,1.8285,0.7383,Çerçevelik
408,82501,1144.368,450.4995,234.0967,83589,324.1042,0.8544,0.987,0.7427,0.7917,1.9244,0.7194,Çerçevelik
409,93330,1278.152,549.0873,217.0727,94094,344.7194,0.9185,0.9919,0.7556,0.7179,2.5295,0.6278,Ürgüp Sivrisi
410,85317,1219.969,526.4823,206.7742,85941,329.5891,0.9196,0.9927,0.6733,0.7204,2.5462,0.626,Ürgüp Sivrisi
411,73644,1063.177,431.8798,218.0912,74167,306.2131,0.8631,0.9929,0.7106,0.8187,1.9803,0.709,Ürgüp Sivrisi
412,103124,1266.602,512.6586,257.3235,104002,362.3556,0.8649,0.9916,0.6457,0.8078,1.9923,0.7068,Çerçevelik
413,83376,1143.656,467.799,227.3485,84065,325.8184,0.874,0.9918,0.7485,0.8011,2.0576,0.6965,Ürgüp Sivrisi
414,67437,1014.144,405.0178,213.6599,68094,293.0247,0.8495,0.9904,0.6643,0.824,1.8956,0.7235,Çerçevelik
415,76888,1096.988,441.4888,222.5849,77743,312.8847,0.8636,0.989,0.6414,0.8029,1.9835,0.7087,Çerçevelik
416,82498,1173.069,493.5614,213.3225,83202,324.0983,0.9018,0.9915,0.5627,0.7534,2.3137,0.6567,Ürgüp Sivrisi
417,69307,1066.605,446.5278,198.2488,69864,297.0596,0.896,0.992,0.7394,0.7656,2.2524,0.6653,Ürgüp Sivrisi
418,78746,1167.903,499.0766,202.9007,79514,316.6426,0.9136,0.9903,0.5299,0.7255,2.4597,0.6345,Ürgüp Sivrisi
419,98177,1266.068,510.2399,246.4307,99550,353.5574,0.8756,0.9862,0.6241,0.7697,2.0705,0.6929,Çerçevelik
420,74478,1108.664,464.0992,204.6784,75065,307.9421,0.8975,0.9922,0.6437,0.7614,2.2675,0.6635,Ürgüp Sivrisi
421,88901,1130.148,435.9188,260.4888,89632,336.4406,0.8018,0.9918,0.7272,0.8747,1.6735,0.7718,Çerçevelik
422,115050,1443.597,616.5789,238.4113,116063,382.7352,0.9222,0.9913,0.7078,0.6938,2.5862,0.6207,Ürgüp Sivrisi
423,82864,1137.374,455.1352,233.2743,83647,324.8164,0.8587,0.9906,0.7301,0.805,1.9511,0.7137,Çerçevelik
424,82618,1156.895,481.4847,219.6581,83448,324.3339,0.8899,0.9901,0.7565,0.7757,2.192,0.6736,Çerçevelik
425,58055,938.36,373.5688,198.7155,58730,271.8785,0.8468,0.9885,0.745,0.8285,1.8799,0.7278,Ürgüp Sivrisi
426,79688,1129.414,471.0184,216.1462,80409,318.5309,0.8885,0.991,0.778,0.785,2.1792,0.6763,Ürgüp Sivrisi
427,73016,1116.611,476.0103,195.8464,73751,304.9047,0.9114,0.99,0.7774,0.7359,2.4305,0.6405,Ürgüp Sivrisi
428,71379,1112.928,411.6989,222.1231,72534,301.4674,0.842,0.9841,0.6977,0.7242,1.8535,0.7323,Ürgüp Sivrisi
429,80920,1171.651,397.4495,262.3499,82943,320.9837,0.7512,0.9756,0.7258,0.7407,1.515,0.8076,Çerçevelik
430,83624,1157.791,473.6092,226.4364,84283,326.3026,0.8783,0.9922,0.6252,0.7839,2.0916,0.689,Ürgüp Sivrisi
431,86565,1215.697,508.1608,218.3103,87292,331.9909,0.903,0.9917,0.7189,0.736,2.3277,0.6533,Ürgüp Sivrisi
432,77047,1081.92,419.2447,234.8384,77801,313.2081,0.8284,0.9903,0.725,0.8271,1.7852,0.7471,Çerçevelik
433,73579,1071.09,432.7015,217.4501,74409,306.0779,0.8646,0.9888,0.7265,0.806,1.9899,0.7074,Çerçevelik
434,82316,1121.279,437.4098,241.7525,83860,323.7406,0.8334,0.9816,0.7462,0.8227,1.8093,0.7401,Çerçevelik
435,73218,1051.316,409.1764,228.754,74072,305.3261,0.8291,0.9885,0.6861,0.8325,1.7887,0.7462,Çerçevelik
436,85367,1174.699,482.7527,226.2081,86210,329.6857,0.8834,0.9902,0.688,0.7774,2.1341,0.6829,Ürgüp Sivrisi
437,81266,1173.686,476.9696,219.1813,82407,321.6692,0.8882,0.9862,0.7016,0.7413,2.1761,0.6744,Çerçevelik
438,94496,1333.288,545.3045,223.8304,96097,346.866,0.9119,0.9833,0.6177,0.668,2.4362,0.6361,Ürgüp Sivrisi
439,83194,1209.651,517.5243,205.1858,84025,325.4626,0.918,0.9901,0.7399,0.7145,2.5222,0.6289,Ürgüp Sivrisi
440,67208,1114.385,482.6876,179.0909,67904,292.5267,0.9286,0.9898,0.4977,0.6801,2.6952,0.606,Ürgüp Sivrisi
441,77642,1179.49,504.8659,196.6279,78425,314.4151,0.921,0.99,0.6936,0.7013,2.5676,0.6228,Ürgüp Sivrisi
442,58242,908.051,347.5851,214.0792,58711,272.316,0.7878,0.992,0.718,0.8876,1.6236,0.7835,Çerçevelik
443,60061,966.982,387.2495,199.9434,60739,276.5358,0.8564,0.9888,0.7147,0.8072,1.9368,0.7141,Ürgüp Sivrisi
444,87631,1237.636,531.1878,210.8808,88328,334.0288,0.9178,0.9921,0.569,0.7189,2.5189,0.6288,Ürgüp Sivrisi
445,72457,1016.491,380.8485,242.581,73000,303.7353,0.7709,0.9926,0.7295,0.8812,1.57,0.7975,Çerçevelik
446,73423,1101.123,440.608,215.4848,74415,305.7533,0.8722,0.9867,0.7199,0.761,2.0447,0.6939,Ürgüp Sivrisi
447,83422,1140.849,445.1361,239.3399,84230,325.9083,0.8432,0.9904,0.6568,0.8054,1.8598,0.7322,Ürgüp Sivrisi
448,65981,959.577,355.6746,236.8399,66749,289.8441,0.7461,0.9885,0.744,0.9005,1.5018,0.8149,Çerçevelik
449,69671,1035.342,415.3868,214.1642,70211,297.8387,0.8568,0.9923,0.6843,0.8168,1.9396,0.717,Çerçevelik
450,73884,1104.07,427.8587,222.1959,75275,306.7116,0.8546,0.9815,0.6395,0.7617,1.9256,0.7169,Ürgüp Sivrisi
451,77381,1045.495,401.8104,245.6913,77907,313.8862,0.7913,0.9932,0.73,0.8896,1.6354,0.7812,Ürgüp Sivrisi
452,84611,1140.264,462.2931,233.327,85284,328.2226,0.8633,0.9921,0.6839,0.8178,1.9813,0.71,Çerçevelik
453,65804,992.989,387.2009,218.3521,66911,289.4551,0.8258,0.9835,0.6548,0.8386,1.7733,0.7476,Çerçevelik
454,62931,1012.746,422.1954,190.1828,63481,283.0658,0.8928,0.9913,0.7552,0.771,2.2199,0.6705,Ürgüp Sivrisi
455,91865,1144.14,428.3266,274.0507,92776,342.0031,0.7685,0.9902,0.7189,0.8819,1.5629,0.7985,Çerçevelik
456,75795,1052.093,404.6336,238.9541,76547,310.6528,0.807,0.9902,0.7306,0.8605,1.6934,0.7677,Çerçevelik
457,71200,1031.469,407.4551,223.3727,71820,301.0891,0.8363,0.9914,0.6986,0.841,1.8241,0.739,Çerçevelik
458,67526,1014.952,397.593,217.4362,68407,293.218,0.8372,0.9871,0.7196,0.8237,1.8285,0.7375,Çerçevelik
459,78327,1118.245,456.7791,219.2293,79180,315.799,0.8773,0.9892,0.7283,0.7871,2.0836,0.6914,Çerçevelik
460,95735,1270.696,529.7211,231.0347,96500,349.1326,0.8999,0.9921,0.7282,0.7451,2.2928,0.6591,Ürgüp Sivrisi
461,92432,1124.035,402.6564,292.9598,93267,343.057,0.686,0.991,0.7606,0.9193,1.3744,0.852,Çerçevelik
462,74143,1192.175,448.3368,212.2402,75809,307.2488,0.8809,0.978,0.6325,0.6555,2.1124,0.6853,Ürgüp Sivrisi
463,99691,1248.727,493.4253,258.1254,100898,356.2731,0.8523,0.988,0.6362,0.8034,1.9116,0.722,Çerçevelik
464,96587,1202.176,477.3562,258.3293,97232,350.6827,0.8409,0.9934,0.653,0.8398,1.8479,0.7346,Çerçevelik
465,64922,987.925,382.434,216.782,65490,287.5087,0.8238,0.9913,0.6994,0.8359,1.7641,0.7518,Çerçevelik
466,83202,1128.535,447.1615,237.7071,83888,325.4782,0.847,0.9918,0.6698,0.8209,1.8811,0.7279,Çerçevelik
467,65832,985.634,382.8722,220.8535,66718,289.5167,0.8169,0.9867,0.7283,0.8516,1.7336,0.7562,Çerçevelik
468,70560,1025.074,402.9124,223.6974,71116,299.7329,0.8317,0.9922,0.7396,0.8438,1.8011,0.7439,Çerçevelik
469,68331,1002.92,396.5549,220.326,68969,294.9606,0.8314,0.9907,0.7423,0.8537,1.7999,0.7438,Çerçevelik
470,76356,1052.424,397.6275,246.8013,77341,311.8004,0.7841,0.9873,0.6886,0.8663,1.6111,0.7842,Çerçevelik
471,74941,1034.963,388.8436,246.4869,75646,308.8978,0.7734,0.9907,0.7344,0.8792,1.5775,0.7944,Ürgüp Sivrisi
472,72465,1059.339,423.733,219.1794,73571,303.752,0.8558,0.985,0.698,0.8115,1.9333,0.7168,Çerçevelik
473,100498,1230.043,480.4655,267.6076,101231,357.7122,0.8305,0.9928,0.6611,0.8347,1.7954,0.7445,Çerçevelik
474,77320,1054.145,401.5085,246.4752,78314,313.7625,0.7894,0.9873,0.7447,0.8744,1.629,0.7815,Çerçevelik
475,98626,1264.03,520.2769,242.0064,99791,354.365,0.8852,0.9883,0.5948,0.7757,2.1498,0.6811,Ürgüp Sivrisi
476,72786,1033.419,387.3048,240.8157,73835,304.4241,0.7832,0.9858,0.725,0.8565,1.6083,0.786,Çerçevelik
477,117469,1408.886,594.9076,252.0248,118327,386.7379,0.9058,0.9927,0.7619,0.7437,2.3605,0.6501,Ürgüp Sivrisi
478,69320,1040.859,417.3041,212.2168,70054,297.0875,0.861,0.9895,0.7499,0.8041,1.9664,0.7119,Ürgüp Sivrisi
479,95117,1205.369,477.8186,254.3343,95970,348.0039,0.8466,0.9911,0.7582,0.8227,1.8787,0.7283,Çerçevelik
480,59486,975.772,399.6035,190.8801,59988,275.2089,0.8785,0.9916,0.7473,0.7851,2.0935,0.6887,Ürgüp Sivrisi
481,90346,1173.761,462.2198,250.0358,91444,339.1638,0.8411,0.988,0.7412,0.8241,1.8486,0.7338,Çerçevelik
482,83148,1108.881,438.9682,241.533,83703,325.3726,0.835,0.9934,0.6906,0.8498,1.8174,0.7412,Çerçevelik
483,68243,1011.246,404.4244,215.334,68741,294.7706,0.8465,0.9928,0.7461,0.8386,1.8781,0.7289,Çerçevelik
484,73465,1047.767,413.6504,227.2644,74089,305.8407,0.8356,0.9916,0.7443,0.8409,1.8201,0.7394,Çerçevelik
485,76809,1106.815,450.0162,218.3582,78095,312.7239,0.8744,0.9835,0.747,0.7879,2.0609,0.6949,Çerçevelik
486,74491,1102.148,459.0467,207.6043,75267,307.969,0.8919,0.9897,0.7279,0.7706,2.2112,0.6709,Çerçevelik
487,75964,1143.323,485.2478,200.5096,76935,310.999,0.9106,0.9874,0.7557,0.7303,2.4201,0.6409,Ürgüp Sivrisi
488,86344,1164.476,472.9563,233.3873,87249,331.5669,0.8698,0.9896,0.7207,0.8002,2.0265,0.7011,Çerçevelik
489,65593,975.947,376.7856,222.4426,66217,288.9907,0.8071,0.9906,0.7633,0.8654,1.6939,0.767,Çerçevelik
490,108392,1360.61,565.6282,245.2117,109408,371.4956,0.9011,0.9907,0.5901,0.7358,2.3067,0.6568,Ürgüp Sivrisi
491,57366,947.175,390.9684,187.5697,57852,270.2604,0.8774,0.9916,0.743,0.8035,2.0844,0.6913,Ürgüp Sivrisi
492,86159,1153.708,444.88,248.0075,87338,331.2115,0.8302,0.9865,0.6673,0.8134,1.7938,0.7445,Çerçevelik
493,75580,1088.163,441.7813,218.4192,76271,310.2119,0.8692,0.9909,0.7582,0.8021,2.0226,0.7022,Çerçevelik
494,75710,1043.526,395.511,244.5521,76522,310.4786,0.7859,0.9894,0.7412,0.8737,1.6173,0.785,Çerçevelik
495,96325,1305.855,551.395,224.9857,97155,350.2068,0.913,0.9915,0.5223,0.7098,2.4508,0.6351,Ürgüp Sivrisi
496,97672,1245.298,512.0015,243.4767,98354,352.6469,0.8797,0.9931,0.6428,0.7915,2.1029,0.6888,Ürgüp Sivrisi
497,74286,1119.418,469.9465,202.6598,75036,307.5449,0.9022,0.99,0.7523,0.745,2.3189,0.6544,Ürgüp Sivrisi
498,85924,1113.974,428.2503,256.8931,86515,330.7595,0.8001,0.9932,0.7242,0.8701,1.667,0.7724,Çerçevelik
499,66512,1057.918,440.6593,192.5683,67301,291.0081,0.8995,0.9883,0.6136,0.7468,2.2883,0.6604,Ürgüp Sivrisi
